CYP51A1 LSS
GRB2 SOS1
GRB2 SHC1
WASF1 BRK1
WASF1 CYFIP1
WASF1 CYFIP2
ECT2 RACGAP1
CUL5 TCEB1
BBS10 CCT4
PPP2R4 PPP2CA
AP1G1 AP1M1
AP1G1 AP1S2
SUCLG1 SUCLG2
MRPL19 MRPL47
PTTG1 FZR1
PTTG1 CDC27
RPL24 RPL28
RPL24 RPS18
RPL24 RPS28
RPL24 RPL34
RPL24 RPL10
RPL24 RPL27
RPL24 RPL31
RPL24 RPS29
RPL24 FAU
RPL24 RPL23A
RPL24 RPL30
RPL24 RPS24
RPL24 RPL23
RPL24 RPS13
RPL24 RPL36
RPL24 RPL37A
RPL24 RPL35A
RPL24 RPL36A
RPL24 RPL32
RPL24 RPS25
RPL24 RPS14
RPL24 RPS20
RPL24 RPL17
RPL24 RPLP0
RPL24 RPL14
RPL24 RPL9
RPL24 RPS8
RPL24 UBA52
RPL24 RPS10
RPL24 RPL18
RPL24 RPL26
RPL24 RPS19
RPL24 RPL29
RPL24 RPS15
RPL24 RPS5
RPL24 RPL6
GTF2F1 POLR2A
RPL34 RPL28
RPL34 RPS18
RPL34 RPS28
RPL34 GNB2L1
RPL34 RPL10
RPL34 RPL27
RPL34 RPL31
RPL34 RPS29
RPL34 RPL26L1
RPL34 FAU
RPL34 RPL23A
RPL34 RPL30
RPL34 RPS24
RPL34 RPL23
RPL34 RPS13
RPL34 RPL36
RPL34 RPL37A
RPL34 RPL35A
RPL34 RPL36A
RPL34 RPL32
RPL34 RPS25
RPL34 RPS14
RPL34 RPS20
RPL34 RPL17
RPL34 RPLP0
RPL34 RPL14
RPL34 RPL9
RPL34 RPS8
RPL34 UBA52
RPL34 RPS10
RPL34 RPL18
RPL34 RPL26
RPL34 RPS19
RPL34 RPL29
RPL34 RPS15
RPL34 RPS5
RPL34 RPL6
CDC23 FZR1
CDC23 ANAPC13
CDC23 ANAPC16
CDC23 ANAPC10
CDC23 ANAPC4
CDC23 ANAPC7
CDC23 CDC27
KIF20A RACGAP1
SIN3A SUDS3
SMARCD1 SMARCA4
FZR1 ANAPC10
FZR1 ANAPC4
FZR1 ANAPC7
FZR1 CDC27
PFDN6 PFDN5
CDK1 ANAPC4
CAST CAPN1
ELP4 ELP2
RPS29 RPL28
RPS29 RPS28
RPS29 RPL27
RPS29 RPL31
RPS29 FAU
RPS29 RPS13
RPS29 RPL36
RPS29 RPL37A
RPS29 RPS25
RPS29 RPLP0
RPS29 RPL14
RPS29 RPL9
RPS29 RPS8
RPS29 UBA52
RPS29 RPS10
RPS29 RPL18
RPS29 RPS19
RPS29 RPS5
RPS29 RPS18
RPS29 RPL10
RPS29 RPL23A
RPS29 RPL30
RPS29 RPS24
RPS29 RPL23
RPS29 RPL35A
RPS29 RPL32
RPS29 RPS14
RPS29 RPS20
RPS29 RPL17
RPS29 RPL26
RPS29 RPL29
RPS29 RPS15
RPS29 RPL6
MOB1A LATS1
MOB1B LATS1
GTF2A2 GTF2A1
DDX39B RBM8A
DDX39B ALYREF
RPL14 RPL28
RPL14 RPS18
RPL14 RPS28
RPL14 GNB2L1
RPL14 RPL10
RPL14 RPL27
RPL14 RPL31
RPL14 RPL26L1
RPL14 FAU
RPL14 RPL23A
RPL14 RPL30
RPL14 RPS24
RPL14 RPL23
RPL14 RPS13
RPL14 RPL36
RPL14 RPL37A
RPL14 RPL35A
RPL14 RPL36A
RPL14 RPL32
RPL14 RPS25
RPL14 RPS14
RPL14 RPS20
RPL14 RPL17
RPL14 RPLP0
RPL14 RPL9
RPL14 RPS8
RPL14 UBA52
RPL14 RPS10
RPL14 RPL18
RPL14 RPL26
RPL14 RPS19
RPL14 RPL29
RPL14 RPS15
RPL14 RPS5
RPL14 RPL6
HLA-A B2M
RPS8 RPL28
RPS8 RPS18
RPS8 RPS28
RPS8 GNB2L1
RPS8 RPL10
RPS8 RPL27
RPS8 RPL31
RPS8 RPL26L1
RPS8 FAU
RPS8 RPL23A
RPS8 RPL30
RPS8 RPS24
RPS8 RPL23
RPS8 RPS13
RPS8 RPL36
RPS8 RPL37A
RPS8 RPL35A
RPS8 RPL36A
RPS8 RPL32
RPS8 RPS25
RPS8 RPS14
RPS8 RPS20
RPS8 RPL17
RPS8 RPLP0
RPS8 RPL9
RPS8 UBA52
RPS8 RPS10
RPS8 RPL18
RPS8 RPL26
RPS8 RPS19
RPS8 RPL29
RPS8 RPS15
RPS8 RPS5
RPS8 RPL6
ILK LIMS1
ILK PARVB
TIMM17B TIMM23
SLC38A9 LAMTOR3
SMU1 IK
POLR3D POLR2H
POLR3D POLR2E
ARHGEF12 RHOA
INTS10 INTS1
FANCB FANCL
FANCB C1ORF86
TCF4 TCF12
UBE2D2 NEDD4L
CTNND1 YES1
DEPDC5 NPRL3
EIF4G3 EIF4E
C1ORF86 FANCL
C1ORF86 UBC
NHP2L1 LSM5
NHP2L1 EFTUD2
MTA3 MBD3
WDR43 TBL3
WDR43 WDR36
ARNTL CRY2
XPO1 RAN
INTS1 INTS2
INTS1 VWA9
INTS1 INTS4
INTS1 POLR2H
INTS1 INTS8
INTS1 INTS12
INTS1 INTS9
INTS1 CPSF3L
INTS1 POLR2A
FOXO3 AKT1
RPS14 RPL28
RPS14 RPS18
RPS14 RPS28
RPS14 GNB2L1
RPS14 RPL10
RPS14 RPL27
RPS14 RPL31
RPS14 RPL26L1
RPS14 FAU
RPS14 RPL23A
RPS14 RPL30
RPS14 RPS24
RPS14 RPL23
RPS14 RPS13
RPS14 RPL36
RPS14 RPL37A
RPS14 RPL35A
RPS14 RPL36A
RPS14 RPL32
RPS14 RPS25
RPS14 RPS20
RPS14 RPL17
RPS14 RPLP0
RPS14 RPL9
RPS14 UBA52
RPS14 RPS10
RPS14 RPL18
RPS14 RPL26
RPS14 RPS19
RPS14 RPL29
RPS14 RPS15
RPS14 RPS5
RPS14 RPL6
BUD31 EFTUD2
WIBG RBM8A
IL1R1 TRAF6
IL1R1 MYD88
IL1R1 IRAK4
PSMD14 PSMC2
PSMD14 PSMD6
PSMD14 PSMA1
PSMD14 PSMC6
PSMD14 PSMB3
PSMD14 PSMC3
PSMD14 PSMD13
PSMD14 ADRM1
RPL31 RPL28
RPL31 RPS18
RPL31 RPS28
RPL31 RPL10
RPL31 RPL27
RPL31 FAU
RPL31 RPL23A
RPL31 RPL30
RPL31 RPS24
RPL31 RPL23
RPL31 RPS13
RPL31 RPL36
RPL31 RPL37A
RPL31 RPL35A
RPL31 RPL32
RPL31 RPS25
RPL31 RPS20
RPL31 RPL17
RPL31 RPLP0
RPL31 RPL9
RPL31 UBA52
RPL31 RPS10
RPL31 RPL18
RPL31 RPL26
RPL31 RPS19
RPL31 RPL29
RPL31 RPS15
RPL31 RPS5
RPL31 RPL6
CWC22 EFTUD2
NCAPG2 NCAPD3
FAM96B CIAO1
FAM96B MMS19
SOS1 HRAS
UBA52 RPL28
UBA52 RPS18
UBA52 RPS28
UBA52 RPL27
UBA52 FAU
UBA52 RPL23A
UBA52 RPL30
UBA52 RPS24
UBA52 RPL23
UBA52 RPS13
UBA52 RPL36
UBA52 RPL37A
UBA52 RPL35A
UBA52 RPL36A
UBA52 RPL32
UBA52 RPS25
UBA52 RPS20
UBA52 RPL17
UBA52 RPLP0
UBA52 RPL9
UBA52 RPS10
UBA52 RPL18
UBA52 RPL26
UBA52 RPS19
UBA52 RPL29
UBA52 RPS15
UBA52 RPS5
UBA52 RPL6
ARPC4 ARPC1B
CTU2 CTU1
SEC61G RPL30
EIF4B EIF4G1
AP1M1 AP1S2
RPL23A RPL28
RPL23A RPS18
RPL23A RPS28
RPL23A GNB2L1
RPL23A RPL10
RPL23A RPL27
RPL23A FAU
RPL23A SRP54
RPL23A RPL30
RPL23A RPS24
RPL23A RPL23
RPL23A RPS13
RPL23A RPL36
RPL23A RPL37A
RPL23A RPL35A
RPL23A RPL36A
RPL23A RPL32
RPL23A RPS25
RPL23A RPS20
RPL23A RPL17
RPL23A RPLP0
RPL23A RPL9
RPL23A RPS10
RPL23A RPL18
RPL23A RPL26
RPL23A RPS19
RPL23A RPL29
RPL23A RPS15
RPL23A RPS5
RPL23A RPL6
NDUFA11 NDUFA5
NDUFA11 NDUFA6
NDUFA11 NDUFAB1
RPP30 POP4
RPP30 RPP21
DSN1 MIS12
IRAK4 MYD88
SCFD1 SEC22B
PSMC2 PSMD6
PSMC2 PSMA1
PSMC2 PSMC6
PSMC2 PSMB3
PSMC2 PSMC3
PSMC2 PSMD13
PSMC2 ADRM1
EFTUD2 PRPF8
EFTUD2 SNRPE
EFTUD2 PLRG1
TRAPPC2 TRAPPC5
TRAPPC2 TRAPPC3
NDUFS1 NDUFA13
NDUFS1 NDUFA6
CDC7 MCM10
RPS18 RPL28
RPS18 RPS28
RPS18 GNB2L1
RPS18 RPL10
RPS18 RPL27
RPS18 RPL26L1
RPS18 FAU
RPS18 RPL30
RPS18 RPS24
RPS18 RPL23
RPS18 RPS13
RPS18 RPL36
RPS18 RPL37A
RPS18 RPL35A
RPS18 RPL36A
RPS18 RPL32
RPS18 RPS25
RPS18 RPS20
RPS18 RPL17
RPS18 RPLP0
RPS18 RPL9
RPS18 RPS10
RPS18 RPL18
RPS18 RPL26
RPS18 RPS19
RPS18 RPL29
RPS18 RPS15
RPS18 RPS5
RPS18 RPL6
COMMD5 COMMD2
ANAPC7 ANAPC16
ANAPC7 ANAPC13
ANAPC7 CDC27
ANAPC7 ANAPC10
ANAPC7 ANAPC4
SENP1 SUMO2
GNL3 EBNA1BP2
GNL3 BOP1
FTSJ3 NSA2
PSMD13 PSMB3
PSMD13 PSMC3
PSMD13 PSMD6
PSMD13 PSMA1
PSMD13 ADRM1
PSMD13 PSMC6
RPL17 RPL28
RPL17 RPS28
RPL17 GNB2L1
RPL17 RPL10
RPL17 RPL27
RPL17 FAU
RPL17 RPL30
RPL17 RPS24
RPL17 RPL23
RPL17 RPS13
RPL17 RPL36
RPL17 RPL37A
RPL17 RPL35A
RPL17 RPL32
RPL17 RPS25
RPL17 RPS20
RPL17 RPLP0
RPL17 RPL9
RPL17 RPS10
RPL17 RPL18
RPL17 RPL26
RPL17 RPS19
RPL17 RPL29
RPL17 RPS15
RPL17 RPS5
RPL17 RPL6
GSPT1 SMG1
GSPT1 UPF1
TNF IKBKG
TNF IKBKB
HLA-B B2M
KLC2 KLC1
TAF6 TAF1
TAF6 TAF1L
RPL9 RPL28
RPL9 RPS28
RPL9 GNB2L1
RPL9 RPL10
RPL9 RPL27
RPL9 FAU
RPL9 RPL30
RPL9 RPS24
RPL9 RPL23
RPL9 RPS13
RPL9 RPL36
RPL9 RPL37A
RPL9 RPL35A
RPL9 RPL36A
RPL9 RPL32
RPL9 RPS25
RPL9 RPS20
RPL9 RPLP0
RPL9 RPS10
RPL9 RPL18
RPL9 RPL26
RPL9 RPS19
RPL9 RPL29
RPL9 RPS15
RPL9 RPS5
RPL9 RPL6
SNRPE PRPF8
SNRPE SNRPB
SNRPE LSM6
SNRPE RBM8A
SNRPE LSM5
SNRPE LSM4
SNRPE SNRNP70
GINS3 CDC45
WBSCR22 TRMT112
MYD88 TRAF6
VPS53 VPS52
RANGAP1 RAN
RANBP1 RAN
PSMC6 PSMD6
PSMC6 PSMA1
PSMC6 PSMB3
PSMC6 PSMC3
PSMC6 PSMD9
PSMC6 ADRM1
MAVS TRAF6
RPF2 EBNA1BP2
RPF2 NSA2
COPG2 COPZ1
SMG1 RBM8A
SMG1 SMG7
SMG1 UPF1
TBC1D5 VPS29
RPL6 RPL28
RPL6 RPS28
RPL6 GNB2L1
RPL6 RPL10
RPL6 RPL27
RPL6 RPL26L1
RPL6 FAU
RPL6 RPL30
RPL6 RPS24
RPL6 RPL23
RPL6 RPS13
RPL6 RPL36
RPL6 RPL37A
RPL6 RPL35A
RPL6 RPL36A
RPL6 RPL32
RPL6 RPS25
RPL6 RPS20
RPL6 RPLP0
RPL6 RPS10
RPL6 RPL18
RPL6 RPL26
RPL6 RPS19
RPL6 RPL29
RPL6 RPS15
RPL6 RPS5
EMC9 EMC1
POLR2F SUPT5H
POLR2F POLR2H
POLR2F POLR2E
POLR2F POLR2A
RPL36A RPS28
RPL36A RPL27
RPL36A FAU
RPL36A RPL30
RPL36A RPS24
RPL36A RPL23
RPL36A RPS13
RPL36A RPL36
RPL36A RPL37A
RPL36A RPL35A
RPL36A RPL32
RPL36A RPS25
RPL36A RPLP0
RPL36A RPL18
RPL36A RPL26
RPL36A RPS19
RPL36A RPL29
RPL36A RPS15
RPL36A RPS5
NOP14 TBL3
NOP14 EMG1
CHMP3 CHMP1B
CDC45 MCM3
CDC45 MCM10
POLD1 POLD2
EBNA1BP2 BOP1
EBNA1BP2 NSA2
CYTH2 ARF1
RPP21 POP4
FGFR2 FGF1
LSM5 LSM6
LSM5 LSM4
PPP2R5C PPP2CA
SNRPB LSM4
SNRPB SNRNP70
MMS19 CIAO1
MICA ENSG00000255819
RPL10 RPL28
RPL10 RPS28
RPL10 RPL27
RPL10 RPL26L1
RPL10 RPL30
RPL10 RPS24
RPL10 RPL23
RPL10 RPS13
RPL10 RPL36
RPL10 RPL37A
RPL10 RPL35A
RPL10 RPS25
RPL10 RPS20
RPL10 RPLP0
RPL10 RPS10
RPL10 RPL18
RPL10 RPL26
RPL10 RPS19
RPL10 RPL29
RPL10 RPS15
RPL10 RPS5
RPS24 RPL28
RPS24 RPS28
RPS24 GNB2L1
RPS24 RPL27
RPS24 FAU
RPS24 RPL30
RPS24 RPL23
RPS24 RPS13
RPS24 RPL36
RPS24 RPL37A
RPS24 RPL35A
RPS24 RPL32
RPS24 RPS25
RPS24 RPS20
RPS24 RPLP0
RPS24 RPS10
RPS24 RPL18
RPS24 RPL26
RPS24 RPS19
RPS24 RPL29
RPS24 RPS15
RPS24 RPS5
PSMA1 PSMD6
PSMA1 PSMB3
PSMA1 PSMC3
PSMA1 ADRM1
POLR2H POLR2E
POLR2H POLR2A
EIF4G1 EIF4E
RPL32 RPL28
RPL32 RPS28
RPL32 RPL27
RPL32 FAU
RPL32 RPS13
RPL32 RPL36
RPL32 RPL37A
RPL32 RPS25
RPL32 RPLP0
RPL32 RPS10
RPL32 RPL18
RPL32 RPS19
RPL32 RPS5
RPL32 RPL30
RPL32 RPL23
RPL32 RPL35A
RPL32 RPS20
RPL32 RPL26
RPL32 RPL29
RPL32 RPS15
NDUFA5 NDUFA6
NDUFA5 NDUFAB1
MRPL47 MRPL22
RPL37A RPL28
RPL37A RPS28
RPL37A GNB2L1
RPL37A RPL27
RPL37A FAU
RPL37A RPL30
RPL37A RPL23
RPL37A RPS13
RPL37A RPL36
RPL37A RPL35A
RPL37A RPS25
RPL37A RPS20
RPL37A RPLP0
RPL37A RPS10
RPL37A RPL18
RPL37A RPL26
RPL37A RPS19
RPL37A RPL29
RPL37A RPS15
RPL37A RPS5
MCM10 MCM3
NDUFA3 NDUFA13
NDUFA3 NDUFA6
PPP2CA AKT1
PSMD6 PSMB3
PSMD6 PSMC3
PSMD6 ADRM1
NDUFA6 NDUFA13
NDUFA6 NDUFC1
NDUFA6 NDUFB2
NDUFA6 NDUFAB1
RPL29 RPL28
RPL29 RPS28
RPL29 RPL27
RPL29 FAU
RPL29 RPL30
RPL29 RPL23
RPL29 RPS13
RPL29 RPL36
RPL29 RPL35A
RPL29 RPS25
RPL29 RPS20
RPL29 RPLP0
RPL29 RPS10
RPL29 RPL18
RPL29 RPL26
RPL29 RPS19
RPL29 RPS15
RPL29 RPS5
NDUFB2 NDUFC1
RPL35A RPL28
RPL35A RPS28
RPL35A GNB2L1
RPL35A RPL27
RPL35A FAU
RPL35A RPL30
RPL35A RPL23
RPL35A RPS13
RPL35A RPL36
RPL35A RPS25
RPL35A RPS20
RPL35A RPLP0
RPL35A RPS10
RPL35A RPL18
RPL35A RPL26
RPL35A RPS19
RPL35A RPS15
RPL35A RPS5
NSUN4 MTERF4
RPL23 RPL28
RPL23 RPS28
RPL23 GNB2L1
RPL23 RPL27
RPL23 RPL26L1
RPL23 FAU
RPL23 RPL30
RPL23 RPS13
RPL23 RPL36
RPL23 RPS25
RPL23 RPS20
RPL23 RPLP0
RPL23 RPS10
RPL23 RPL18
RPL23 RPL26
RPL23 RPS19
RPL23 RPS15
RPL23 RPS5
ROBO1 SLIT2
TFAM POLRMT
XRCC4 LIG4
ALYREF NXF1
ALYREF HNRNPC
ANAPC13 ANAPC16
ANAPC13 ANAPC10
ANAPC13 CDC27
ANAPC13 ANAPC4
LSM6 LSM4
WDR36 TBL3
PLRG1 PRPF8
PLRG1 CWC15
SRP19 SRP54
SMG7 UPF1
SMG7 RBM8A
EXOC3 EXOC5
COX7C COX6C
GNGT2 GNB1
ETFDH ETFA
ANAPC4 ANAPC16
ANAPC4 ANAPC10
ANAPC4 ANAPC15
ANAPC4 CDC27
GNB2L1 RPS28
GNB2L1 RPL27
GNB2L1 RPS13
GNB2L1 RPS25
GNB2L1 RPLP0
GNB2L1 RPS10
GNB2L1 RPL18
GNB2L1 RPS19
GNB2L1 RPS5
GNB2L1 RPL30
GNB2L1 RPS20
GNB2L1 RPL26
RPL30 RPL28
RPL30 RPS28
RPL30 RPL27
RPL30 RPL26L1
RPL30 FAU
RPL30 RPS13
RPL30 RPL36
RPL30 RPS25
RPL30 RPS20
RPL30 RPLP0
RPL30 RPS10
RPL30 RPL18
RPL30 RPL26
RPL30 RPS19
RPL30 RPS15
RPL30 RPS5
UBE2V2 UBC
RPL26L1 RPL27
RPL26L1 RPS13
RPL26L1 RPL36
RPL26L1 RPL18
RPL26L1 RPS15
TCEA1 POLR2A
COX6C COX4I1
INTS9 INTS4
INTS9 CPSF3L
RPS20 RPL28
RPS20 RPS28
RPS20 RPL27
RPS20 FAU
RPS20 RPS13
RPS20 RPL36
RPS20 RPS25
RPS20 RPLP0
RPS20 RPS10
RPS20 RPL18
RPS20 RPL26
RPS20 RPS19
RPS20 RPS15
RPS20 RPS5
EIF3H EIF3F
EIF3H EIF3M
EIF3H EIF3L
IKBKB IKBKG
EIF3F EIF3M
EIF3F EIF3L
HSPA8 CWC15
CHMP1B ENSG00000249884
BRK1 CYFIP1
CDC27 ANAPC16
CDC27 ANAPC10
RPS25 RPL28
RPS25 RPS28
RPS25 RPL27
RPS25 FAU
RPS25 RPS13
RPS25 RPL36
RPS25 RPLP0
RPS25 RPS10
RPS25 RPL18
RPS25 RPL26
RPS25 RPS19
RPS25 RPS15
RPS25 RPS5
FAU RPS28
FAU RPL27
FAU RPS13
FAU RPL36
FAU RPS10
FAU RPL18
FAU RPS19
FAU RPS5
FAU RPL26
FAU RPS15
RPS13 RPL28
RPS13 RPS28
RPS13 RPL27
RPS13 RPL36
RPS13 RPLP0
RPS13 RPS10
RPS13 RPL18
RPS13 RPS19
RPS13 RPS5
RPS13 RPL26
RPS13 RPS15
TRAPPC4 TRAPPC5
TRAPPC4 TRAPPC3
EIF3M EIF3L
NXF1 RNPS1
NXF1 RBM8A
NFRKB INO80E
LATS1 YAP1
PSMD9 PSMC3
NDUFC1 NDUFAB1
PHB2 PHB
ORC4 MCM3
POLR1B POLR2E
CUL2 TCEB1
GTF2H3 GTF2H5
RPL18 RPL28
RPL18 RPS28
RPL18 RPL27
RPL18 RPL36
RPL18 RPLP0
RPL18 RPS10
RPL18 RPL26
RPL18 RPS19
RPL18 RPS15
RPL18 RPS5
RPLP0 RPL28
RPLP0 RPS28
RPLP0 RPL27
RPLP0 RPL36
RPLP0 RPS10
RPLP0 RPS19
RPLP0 RPS5
RPLP0 RPL26
RPLP0 RPS15
RPL28 RPS28
RPL28 RPL27
RPL28 RPL36
RPL28 RPS10
RPL28 RPL26
RPL28 RPS19
RPL28 RPS15
RPL28 RPS5
RNPS1 RBM8A
RNPS1 UPF1
NUP88 NUP62
RBM8A UPF1
RPL26 RPS28
RPL26 RPL27
RPL26 RPL36
RPL26 RPS10
RPL26 RPS19
RPL26 RPS15
RPL26 RPS5
RPL36 RPS28
RPL36 RPL27
RPL36 RPS10
RPL36 RPS19
RPL36 RPS15
RPL36 RPS5
RPL27 RPS28
RPL27 RPS10
RPL27 RPS19
RPL27 RPS15
RPL27 RPS5
POP4 RPP38
TTN NEB
RPS15 RPS28
RPS15 RPS10
RPS15 RPS19
RPS15 RPS5
SUPT5H POLR2A
TRAPPC5 TRAPPC3
RPS19 RPS28
RPS19 RPS10
RPS19 RPS5
RPS28 RPS10
RPS28 RPS5
RPS5 RPS10
DCP1A DDX6
ANAPC16 ANAPC10
STIM1 ORAI1
POLR2E POLR2A
ADRM1 PSMC3
PSMC3 PSMB3
HIST1H4E HIST1H3B
