CYP51A1 LSS
RPL8 RPL36
RPL8 RPL38
RPL8 RPL37A
RPL8 RPS23
RPL8 RPS25
RPL8 RPL5
RPL8 RPLP0
RPL8 RPLP1
RPL8 RPL14
RPL8 RPL9
RPL8 RPS8
RPL8 UBA52
RPL8 RPS10
RPL8 RPL18
RPL8 EEF1A1
RPL8 RPL37
RPL8 RPS2
RPL8 RPS19
RPL8 RPL3L
RPL8 RPS5
RPL8 RPS18
RPL8 RPL13
RPL8 RPL34
RPL8 RPS3A
RPL8 RPL11
RPL8 RPL10
RPL8 RPSA
RPL8 RPS29
RPL8 RPL27A
RPL8 RPL23A
RPL8 RPL30
RPL8 RPS24
RPL8 RPS27A
RPL8 RPL23
RPL8 RPS6
RPL8 RPL10L
RPL8 RPS9
RPL8 RPL35A
RPL8 RPL36A
RPL8 RPL32
RPL8 RPS7
RPL8 RPL10A
RPL8 RPS14
RPL8 RPL15
RPL8 RPS20
RPL8 RPL22
RPL8 RPL17
RPL8 RPS21
RPL8 RPL12
RPL8 RPS27
RPL8 EEF2
RPL8 RPL13A
RPL8 RPL26
RPL8 RPS26
RPL8 RPL29
RPL8 RPS15
RPL8 RPS11
RPL8 RPL6
CCNE1 CDKN1A
CCNE1 CDK2
CCNE1 CDK6
CDKN2C CDK6
ACIN1 RNPS1
COPE COPA
COPE COPB2
COPE ARCN1
COPE COPG1
RRAGB SLC38A9
RRAGB DEPDC5
RRAGB LAMTOR3
RRAGB LAMTOR1
RRAGB RRAGC
RRAGB LAMTOR4
RRAGB LAMTOR2
RRAGB RRAGA
XRCC1 LIG3
ARPC1A ARPC5
ARPC1A ARPC5L
ARPC1A ARPC2
ARPC1A ARPC4
ARPC1A ACTR3
ARPC1A ACTR2
GAB1 PTPN11
SMARCB1 ACTL6A
SMARCB1 SMARCC2
SMARCB1 SMARCA4
SMARCB1 SMARCA2
CAPZA1 CAPZB
UFD1L NPLOC4
UFD1L VCP
MED15 MED18
MED15 MED1
MED15 MED12
DGCR8 DROSHA
ACTR3 ARPC5L
ACTR3 ARPC4
ACTR3 ARPC1B
ACTR3 ARPC5
ACTR3 ARPC2
ACTR3 ACTR2
EP300 MEF2A
EP300 TP53
AP2S1 AP2B1
AP2S1 AP2M1
AP2S1 AP2A1
AP2S1 AP2A2
LIG1 FEN1
LIG1 PCNA
EED SUZ12
EED RBBP4
EED AEBP2
EED EZH2
NOTCH3 MAML3
NOTCH3 MAML2
MED26 MED18
COMMD9 COMMD6
PNO1 RIOK2
PNO1 RCL1
PNO1 DCAF13
PNO1 WDR3
PNO1 TSR1
PNO1 LTV1
PNO1 NOB1
PNO1 BMS1
SPCS2 SPCS1
POLD3 POLA1
POLD3 POLD2
POLD3 PCNA
POLD3 POLD1
SNRNP40 PRPF3
SNRNP40 PRPF8
SNRNP40 TXNL4A
SNRNP40 SNRPD2
SNRNP40 SNRPE
SNRNP40 PRPF6
SNRNP40 CDC5L
SNRNP40 EFTUD2
SNRNP40 SNRNP200
SNRNP40 DDX23
SNRNP40 SNRPF
SNRNP40 CRNKL1
KAT2B TADA3
NDUFS3 MT-ND1
NDUFS3 NDUFS5
NDUFS3 NDUFS2
NDUFS3 NDUFA13
NDUFS3 NDUFV2
NDUFS3 NDUFB9
NDUFS3 NDUFS4
NDUFS3 NDUFA9
NDUFS3 NDUFV3
NDUFS3 NDUFB10
NDUFS3 NDUFS6
NDUFS3 NDUFA7
NDUFS3 NDUFA5
NDUFS3 NDUFA12
NDUFS3 NDUFA8
NDUFS3 MT-ND4
NDUFS3 NDUFS8
NDUFS3 MT-ND2
NDUFS3 NDUFB6
NDUFS3 NDUFS1
NDUFS3 MT-ND5
NDUFS3 NDUFB8
NDUFS3 NDUFB11
NDUFS3 NDUFAF3
NDUFS3 NDUFA6
NDUFS3 NDUFAB1
NDUFS3 MT-ND3
NDUFS3 NDUFV1
AKT3 GSK3B
AKT3 PPP2CA
OSBP VAPA
POLR1A POLR1B
POLR1A POLR1E
POLR1A POLR1D
POLR1A POLR1C
VAMP8 STX2
USE1 STX18
KDR VEGFC
KDR VEGFA
GTF3C3 GTF3C5
PIK3CA HRAS
PIK3CA PIK3R1
TAF12 TBP
TAF12 TAF5
TAF12 TAF6
TAF12 TAF2
TAF12 TAF11
TAF12 TAF10
TAF12 TAF7
GATB QRSL1
IFT46 IFT74
ARCN1 COPA
ARCN1 COPB2
ARCN1 COPG1
ARCN1 COPZ1
CBL GRB2
HAT1 RBBP7
MCM6 ORC4
MCM6 MCM10
MCM6 MCMBP
MCM6 MCM7
MCM6 ORC1
MCM6 CDC45
MCM6 MCM2
MCM6 CDT1
MCM6 MCM3
CCNT2 CDK9
DARS EPRS
KYNU KMO
PPAT GART
CD80 CTLA4
NOP58 TBL3
NOP58 UTP15
NOP58 WDR36
NOP58 DCAF13
NOP58 CIRH1A
NOP58 NOP56
NOP58 NHP2
NOP58 HEATR1
NOP58 BOP1
NOP58 DKC1
NOP58 NOL6
NOP58 UTP14A
NOP58 NHP2L1
NOP58 FTSJ3
NOP58 NOP14
NOP58 BMS1
NOP58 WDR43
NOP58 NOC4L
COPS4 GPS1
COPS4 COPS5
COPS4 COPS8
COPS4 COPS7B
COPS4 COPS6
COPS4 COPS3
COPS4 COPS2
COPS4 COPS7A
CUL3 KLHL3
CUL3 SPOP
GUCY1B3 GUCY1A3
BBS7 BBS5
RBBP5 ASH2L
RBBP5 SETD1B
UBE2S FZR1
UBE2S UBC
UBE2S CDC20
UBE2S ANAPC11
UBE2S CDC23
UBE2S ANAPC2
UBE2S CDC27
PSMD3 PSMC5
PSMD3 PSMC2
PSMD3 PSMD4
PSMD3 PSMB4
PSMD3 PSMD6
PSMD3 PSMA1
PSMD3 PSMC6
PSMD3 PSMB2
PSMD3 PSMD1
PSMD3 PSMB3
PSMD3 PSMB6
PSMD3 PSMC3
PSMD3 PSMD12
PSMD3 PSMD13
PSMD3 PSMA5
PSMD3 PSMD14
PSMD3 PSMA7
PSMD3 ADRM1
PSMD3 PSMD2
PSMD3 PSMB5
CASC3 MAGOH
CASC3 EIF4A3
CASC3 MAGOHB
CASC3 UPF3B
CASC3 RBM8A
CASC3 UPF3A
CASC3 UPF1
ICAM1 ITGAL
PPARGC1A ESRRA
PPARGC1A PPARG
NUP54 NUP93
NUP54 NUP62
NUP54 NUPL1
RAD18 UBC
RAD18 UBE2B
SDHA SDHD
SDHA SDHC
SDHA SDHB
GRPEL1 TIMM44
GRPEL1 HSPA9
MRPL3 MRPL19
MRPL3 MRPL22
MRPL3 ICT1
MRPL3 MRPL9
MRPL3 MRPL47
MRPL3 MRPL17
MRPL3 MRPL46
MRPL3 MRPL21
MRPL3 MRPS15
MRPL3 MRPL13
MCM2 ORC4
MCM2 ORC5
MCM2 DBF4
MCM2 GINS3
MCM2 RPA2
MCM2 MCM10
MCM2 CDC7
MCM2 MCM7
MCM2 ORC1
MCM2 POLA1
MCM2 CDC45
MCM2 POLA2
MCM2 CDT1
MCM2 MCM3
THOC3 THOC7
THOC3 THOC6
THOC3 THOC5
CENPE CENPF
CENPE CDC20
CENPE BUB1B
CENPE BUB1
CASP6 CASP8
LEF1 CTNNB1
EGF EGFR
AFF4 CDK9
MED20 MED18
MED20 MED1
MED20 MED12
MED20 MED29
XPO5 RAN
SEMA3A NRP1
NBN RAD50
NBN MRE11A
POLA2 POLA1
POLA2 PRIM1
POLA2 PRIM2
EXOSC7 EXOSC10
EXOSC7 C1D
EXOSC7 EXOSC2
EXOSC7 EXOSC3
EXOSC7 EXOSC6
EXOSC7 DIS3
EXOSC7 EXOSC8
EXOSC7 EXOSC1
EXOSC7 DIS3L
EXOSC7 EXOSC9
EXOSC7 EXOSC4
MCCC1 MCCC2
ANK1 ITGAM
DBF4 CDC7
CDK6 CCNA2
CDK6 CCND3
CDK6 CDKN2D
SMARCA2 SMARCC2
MAPKAP1 MLST8
MAPKAP1 MTOR
MAPKAP1 RICTOR
GTF2H1 ERCC5
GTF2H1 GTF2H2
GTF2H1 ERCC2
GTF2H1 GTF2H3
GTF2H1 GTF2H2C
GTF2H1 ERCC3
GTF2H1 GTF2H5
PRPF6 PRPF8
PRPF6 PRPF4
PRPF6 PRPF31
PRPF6 EFTUD2
PRPF6 SNRNP200
PRPF6 SF3A3
PRPF6 PRPF3
PRPF6 SF3B3
PRPF6 TXNL4A
PRPF6 SF3B1
PRPF6 SNRPD2
PRPF6 CD2BP2
PRPF6 NHP2L1
PRPF6 DDX23
PRPF6 SART1
PRPF6 SNRPD1
EIF2B2 EIF2B5
EIF2B2 EIF2B3
EIF2B2 EIF2B1
GABARAPL1 ATG7
NDUFA9 NDUFS5
NDUFA9 NDUFS2
NDUFA9 NDUFA13
NDUFA9 NDUFV2
NDUFA9 NDUFB9
NDUFA9 NDUFS4
NDUFA9 NDUFB10
NDUFA9 NDUFS6
NDUFA9 NDUFA7
NDUFA9 NDUFA12
NDUFA9 NDUFA8
NDUFA9 NDUFS8
NDUFA9 NDUFB6
NDUFA9 NDUFS1
NDUFA9 NDUFB8
NDUFA9 NDUFA6
NDUFA9 NDUFAB1
NDUFA9 NDUFV1
CPSF6 NUDT21
SNRPF LSM5
SNRPF PPIL1
SNRPF SNRPD2
SNRPF SNRPE
SNRPF LSM4
SNRPF SNRPB
SNRPF PPIH
SNRPF EFTUD2
SNRPF LSM6
SNRPF SNRPG
SNRPF LSM3
SNRPF RBM8A
SNRPF SNRPD1
SNRPF SNRNP70
SNRPF LSM2
CDK2 CCNE2
CDK2 CCNA2
CDK2 CCNB2
CDK2 CKS1B
CDK2 CCND3
CDK2 RB1
CDK2 CDKN1A
TARBP2 DICER1
SMARCC2 PBRM1
SMARCC2 SMARCD1
SMARCC2 SMARCA4
RB1 E2F1
RB1 E2F2
VPS33A VPS16
VPS33A VPS41
VPS33A VPS11
VPS37B VPS28
PXN PARVA
PXN BCAR1
PXN PTK2
PXN PTK2B
TINF2 TERF1
TINF2 ACD
FANCM STRA13
FANCM TOP3A
FANCM C1ORF86
FANCM FANCC
FANCM RMI2
FANCM RPA2
FANCM C19ORF40
FANCM BLM
FANCM FANCG
FANCM C17ORF70
FANCM APITD1
FANCM FANCF
FANCM FANCB
FANCM FANCL
FANCM FANCA
FANCM RMI1
EMC4 EMC1
SRP14 SRP68
SRP14 SRP54
SRP14 SRP19
SRP14 SRP9
SRP14 SRP72
WDR61 CDC73
IGF1R PTPN1
IGF1R IGF1
BBS4 BBS5
BBS4 BBS1
UQCRC2 CYC1
UQCRC2 UQCRB
UQCRC2 UQCRFS1
UQCRC2 UQCR10
UQCRC2 UQCRH
UQCRC2 UQCRQ
DHX38 SLU7
DHX38 CDC40
RPL3L RPL11
RPL3L RPL24
RPL3L RPL27A
RPL3L RPL23A
RPL3L RPL4
RPL3L RPL30
RPL3L RPL23
RPL3L RPS9
RPL3L RPL37A
RPL3L RPS23
RPL3L RPL15
RPL3L RPS20
RPL3L RPL14
RPL3L RPL9
RPL3L RPL18
RPL3L RPS26
RPL3L RPS2
RPL3L RPL6
NDUFB10 NDUFS5
NDUFB10 NDUFV2
NDUFB10 NDUFB9
NDUFB10 NDUFS4
NDUFB10 NDUFS6
NDUFB10 NDUFA7
NDUFB10 NDUFA5
NDUFB10 NDUFA12
NDUFB10 NDUFA8
NDUFB10 NDUFS8
NDUFB10 NDUFB6
NDUFB10 NDUFS1
NDUFB10 NDUFB2
NDUFB10 NDUFB8
NDUFB10 NDUFB11
NDUFB10 NDUFA6
NDUFB10 NDUFC2
NDUFB10 NDUFAB1
NCOR1 TBL1XR1
COPS3 GPS1
COPS3 COPS5
COPS3 COPS8
COPS3 COPS7B
COPS3 COPS6
COPS3 COPS2
COPS3 COPS7A
NOB1 RIOK2
NOB1 TSR1
NOB1 RIOK1
NOB1 LTV1
ESCO1 SMC3
NPC1 NPC2
TP53 BCL2L1
TP53 ATM
TP53 MDM4
TP53 CDKN1A
ARHGDIA RHOA
EIF4A3 MAGOH
EIF4A3 MAGOHB
EIF4A3 UPF3B
EIF4A3 UPF3A
EIF4A3 SMG1
EIF4A3 CDC5L
EIF4A3 RBM8A
EIF4A3 CWC22
EIF4A3 UPF1
IGFBP4 IGF1
TXNL4A PRPF3
TXNL4A CD2BP2
TXNL4A EFTUD2
TXNL4A NHP2L1
TXNL4A DDX23
BCKDHA BCKDHB
SMG9 SMG8
SAE1 SUMO1
SAE1 SUMO2
SAE1 UBE2I
GEMIN7 GEMIN6
TIMM44 HSPA9
PSMB6 PSMC5
PSMB6 PSMC2
PSMB6 PSMB2
PSMB6 PSMD1
PSMB6 PSMB3
PSMB6 PSMD4
PSMB6 PSMB4
PSMB6 PSMC3
PSMB6 PSMD12
PSMB6 PSMD13
PSMB6 PSMA5
PSMB6 PSMD14
PSMB6 PSMA1
PSMB6 PSMA7
PSMB6 PSMC6
PSMB6 PSMA8
PSMB6 PSMD2
PSMB6 PSMB5
RPS11 RPL28
RPS11 RPS18
RPS11 RPLP2
RPS11 RPS4X
RPS11 RPL13
RPS11 RPS17
RPS11 RPS28
RPS11 RPS3
RPS11 RPL34
RPS11 RPL39
RPS11 RPL7
RPS11 GNB2L1
RPS11 RPS3A
RPS11 RPL11
RPS11 RPL3
RPS11 RPL10
RPS11 RPL27
RPS11 RPL7A
RPS11 RPL21
RPS11 RPL31
RPS11 RPL24
RPS11 RPSA
RPS11 RPS29
RPS11 RPL27A
RPS11 FAU
RPS11 RPL23A
RPS11 RPL4
RPS11 RPL30
RPS11 RPS24
RPS11 RPS27A
RPS11 RPS15A
RPS11 RPL23
RPS11 RPS6
RPS11 RPS27L
RPS11 RPS13
RPS11 RPL10L
RPS11 RPL36
RPS11 RPL38
RPS11 RPS9
RPS11 RPL37A
RPS11 RPL35A
RPS11 RPS23
RPS11 RPL36A
RPS11 RPL32
RPS11 RPS7
RPS11 RPL10A
RPS11 RPS25
RPS11 RPS14
RPS11 RPL5
RPS11 RPL15
RPS11 EIF3M
RPS11 RPS20
RPS11 RPL22
RPS11 RPL17
RPS11 RPS21
RPS11 RPLP0
RPS11 RPLP1
RPS11 RPL14
RPS11 RPL12
RPS11 RPL9
RPS11 RPS8
RPS11 RPS27
RPS11 EEF2
RPS11 RPL13A
RPS11 UBA52
RPS11 RPS10
RPS11 RPL18
RPS11 RPL26
RPS11 RPS26
RPS11 EEF1A1
RPS11 RPL37
RPS11 RPS2
RPS11 RPS19
RPS11 RPL29
RPS11 RPS15
RPS11 RPS5
RPS11 RPL6
PLK4 CEP152
PSMA5 PSMB9
PSMA5 PSMC5
PSMA5 PSMC2
PSMA5 PSMD4
PSMA5 PSMB4
PSMA5 PSMD6
PSMA5 PSMA1
PSMA5 PSMC6
PSMA5 PSMB2
PSMA5 PSMD1
PSMA5 PSMB3
PSMA5 PSMC3
PSMA5 PSMD12
PSMA5 PSMB10
PSMA5 PSMD13
PSMA5 PSMD14
PSMA5 PSMB8
PSMA5 PSMA7
PSMA5 PSMD2
PSMA5 PSMB5
NUF2 SPC25
NUF2 BUB1
NUF2 SPC24
SF3B4 SF3B5
SF3B4 SF3B3
SF3B4 SF3B2
SF3B4 SF3B1
REN AGT
ATP6V1C2 ATP6V1E2
ATP6V1C2 ATP6V1A
ATP6V1C2 ATP6V1B2
RPS27A RPS4X
RPS27A RPS17
RPS27A RPS28
RPS27A RPS3
RPS27A RPL39
RPS27A RPL7
RPS27A RPL3
RPS27A RPL27
RPS27A RPL7A
RPS27A RPL21
RPS27A RPL31
RPS27A RPL24
RPS27A FAU
RPS27A RPL4
RPS27A RPS15A
RPS27A RPS13
RPS27A RPL36
RPS27A RPL38
RPS27A RPL37A
RPS27A RPS23
RPS27A RPS25
RPS27A RPL5
RPS27A RPLP0
RPS27A RPLP1
RPS27A RPL14
RPS27A RPL9
RPS27A RPS8
RPS27A UBA52
RPS27A RPS10
RPS27A RPL18
RPS27A EEF1A1
RPS27A RPL37
RPS27A RPS2
RPS27A RPS19
RPS27A RPS5
RPS27A RPS18
RPS27A RPL13
RPS27A RPL34
RPS27A RPS3A
RPS27A RPL11
RPS27A RPSA
RPS27A RPS29
RPS27A RPL27A
RPS27A RPL23A
RPS27A RPL30
RPS27A RPS24
RPS27A RPL23
RPS27A RPS6
RPS27A RPL10L
RPS27A RPS9
RPS27A RPL35A
RPS27A RPL36A
RPS27A RPL32
RPS27A RPS7
RPS27A RPL10A
RPS27A RPS14
RPS27A RPL15
RPS27A RPS20
RPS27A RPL22
RPS27A RPL17
RPS27A RPS21
RPS27A RPL12
RPS27A RPS27
RPS27A RPL13A
RPS27A RPL26
RPS27A RPS26
RPS27A RPL29
RPS27A RPS15
RPS27A RPL6
VPS54 VPS53
VPS54 VPS52
SNRPG LSM5
SNRPG SNRPD2
SNRPG SNRPE
SNRPG LSM4
SNRPG SNRPB
SNRPG EFTUD2
SNRPG LSM6
SNRPG LSM3
SNRPG SNRPD1
SNRPG SNRNP70
SNRPG LSM2
MRPS5 DAP3
MRPS5 MRPL47
MRPS5 MRPS11
MRPS5 MRPS18C
MRPS5 MRPL17
MRPS5 MRPL16
MRPS5 MRPL46
MRPS5 MRPS16
MRPS5 MRPS15
MRPS5 MRPS2
TPRKB TP53RK
EXOC6B EXOC7
POLR2D GTF2F1
POLR2D POLR2G
POLR2D POLR2J
POLR2D INTS6
POLR2D POLR2L
POLR2D INTS3
POLR2D POLR2F
POLR2D POLR2E
POLR2D POLR2K
POLR2D POLR2B
POLR2D INTS5
POLR2D POLR2A
RAB5A RABEP1
RAB5A EEA1
RAB5A RABGEF1
RQCD1 CNOT7
RQCD1 CNOT6
RQCD1 CNOT1
RQCD1 CNOT3
DYNC1LI1 DYNC1H1
ATP6V1A ATP6V1B2
ATP6V1A ATP6V1H
RNF7 CUL5
AMT GLDC
AMT GCSH
EIF2B5 EIF2B1
EIF2B5 EIF2B3
EIF2B5 EIF2B4
CENPC MIS12
CCNA2 CDK1
CCNA2 CDC20
CCNA2 BUB1B
CCNA2 CDKN1A
CCNA2 MAD2L1
CCNA2 ANAPC4
NDUFS6 NDUFA7
NDUFS6 NDUFS5
NDUFS6 NDUFA5
NDUFS6 NDUFS2
NDUFS6 NDUFA12
NDUFS6 NDUFA8
NDUFS6 NDUFA13
NDUFS6 NDUFS8
NDUFS6 NDUFB6
NDUFS6 NDUFS1
NDUFS6 NDUFV2
NDUFS6 NDUFB9
NDUFS6 NDUFS4
NDUFS6 NDUFV3
NDUFS6 NDUFB8
NDUFS6 NDUFA6
NDUFS6 NDUFC2
NDUFS6 NDUFAB1
NDUFS6 NDUFV1
NDUFS6 NDUFA11
RPL37 RPS18
RPL37 RPLP2
RPL37 RPS4X
RPL37 RPL13
RPL37 RPS17
RPL37 RPS28
RPL37 RPS3
RPL37 RPL34
RPL37 RPL39
RPL37 RPL7
RPL37 RPS3A
RPL37 RPL11
RPL37 RPL27
RPL37 RPL7A
RPL37 RPL21
RPL37 RPL31
RPL37 RPL24
RPL37 RPSA
RPL37 RPS29
RPL37 RPL27A
RPL37 FAU
RPL37 RPL23A
RPL37 RPL4
RPL37 RPL30
RPL37 RPS24
RPL37 RPS15A
RPL37 RPL23
RPL37 RPS6
RPL37 RPS13
RPL37 RPL36
RPL37 RPL38
RPL37 RPS9
RPL37 RPL37A
RPL37 RPL35A
RPL37 RPS23
RPL37 RPL36A
RPL37 RPL32
RPL37 RPS7
RPL37 RPL10A
RPL37 RPS25
RPL37 RPS14
RPL37 RPL5
RPL37 RPL15
RPL37 RPS20
RPL37 RPL22
RPL37 RPL17
RPL37 RPS21
RPL37 RPLP0
RPL37 RPLP1
RPL37 RPL14
RPL37 RPL12
RPL37 RPL9
RPL37 RPS8
RPL37 RPS27
RPL37 RPL13A
RPL37 UBA52
RPL37 RPS10
RPL37 RPL18
RPL37 RPL26
RPL37 RPS26
RPL37 RPS2
RPL37 RPS19
RPL37 RPL29
RPL37 RPS15
RPL37 RPS5
RPL37 RPL6
SKP2 CUL1
SKP2 CDC20
COMMD10 COMMD2
NHP2 NOP10
NHP2 DKC1
EGFR GRB2
IGFBP1 IGF1
CCT6A CCT8
CCT6A CCT3
CCT6A CCT4
CCT6A CCT2
CCT6A CCT5
CCT6A TCP1
NDUFB11 NDUFS4
NDUFB11 NDUFA7
NDUFB11 NDUFB6
NDUFB11 NDUFA6
NONO SFPQ
UPF3B MAGOH
UPF3B NXF1
UPF3B RNPS1
UPF3B UPF2
UPF3B SMG5
UPF3B SMG1
UPF3B UPF1
UPF3B RBM8A
ATP6V1B2 ATP6V1F
ATP6V1B2 ATP6V1H
TNFRSF10B CASP8
TNFRSF10B CASP10
TNFRSF10B CFLAR
GINS4 MCM7
GINS4 CDC45
GINS4 GINS3
CRH CRHR2
CRH CRHR1
MRPS28 MRPS22
NDUFB9 NDUFS5
NDUFB9 NDUFS2
NDUFB9 NDUFA13
NDUFB9 NDUFV2
NDUFB9 NDUFS4
NDUFB9 NDUFA7
NDUFB9 NDUFA5
NDUFB9 NDUFA12
NDUFB9 NDUFA8
NDUFB9 NDUFS8
NDUFB9 NDUFB6
NDUFB9 NDUFS1
NDUFB9 NDUFB8
NDUFB9 NDUFA6
NDUFB9 NDUFC2
NDUFB9 NDUFAB1
NDUFB9 NDUFV1
NTRK2 NTF4
NOTCH1 MAML3
NOTCH1 MAML1
NOTCH1 MAML2
NOTCH1 RBPJ
TNNT3 TNNC2
TNNT3 TNNI2
PAK1 CDC42
RPS3 RPL28
RPS3 RPS18
RPS3 RPLP2
RPS3 RPS4X
RPS3 RPL13
RPS3 RPS17
RPS3 RPS28
RPS3 RPL34
RPS3 RPL39
RPS3 RPL7
RPS3 GNB2L1
RPS3 RPS3A
RPS3 RPL11
RPS3 RPL3
RPS3 RPL10
RPS3 RPL27
RPS3 RPL7A
RPS3 RPL21
RPS3 RPL31
RPS3 RPL24
RPS3 RPSA
RPS3 RPS29
RPS3 RPL27A
RPS3 FAU
RPS3 RPL23A
RPS3 RPL4
RPS3 RPL30
RPS3 RPS24
RPS3 RPS15A
RPS3 RPL23
RPS3 RPS6
RPS3 RPS27L
RPS3 RPS13
RPS3 RPL10L
RPS3 RPL36
RPS3 RPL38
RPS3 RPS9
RPS3 RPL37A
RPS3 RPL35A
RPS3 RPS23
RPS3 EIF3I
RPS3 RPL32
RPS3 RPS7
RPS3 RPL10A
RPS3 LTV1
RPS3 RPS25
RPS3 RPS14
RPS3 RPL5
RPS3 RPL15
RPS3 RPS20
RPS3 RPL22
RPS3 RPL17
RPS3 RPS21
RPS3 RPLP0
RPS3 RPLP1
RPS3 RPL14
RPS3 RPL12
RPS3 RPL9
RPS3 RPS8
RPS3 RPS27
RPS3 EEF2
RPS3 RPL13A
RPS3 UBA52
RPS3 RPS10
RPS3 RPL18
RPS3 RPL26
RPS3 RPS26
RPS3 EEF1A1
RPS3 RPS2
RPS3 RPS19
RPS3 RPL29
RPS3 RPS15
RPS3 RPS5
RPS3 RPL6
ATM CHEK1
ATM TP53BP1
ATM CHEK2
LAMTOR1 RRAGD
LAMTOR1 SLC38A9
LAMTOR1 MTOR
LAMTOR1 LAMTOR3
LAMTOR1 RPTOR
LAMTOR1 RRAGC
LAMTOR1 LAMTOR4
LAMTOR1 LAMTOR2
LAMTOR1 RRAGA
MTA2 MTA3
MTA2 RBBP7
PIGT PIGK
PIGT PIGS
PIGT GPAA1
MRPL49 MRPL47
VPS51 CCDC132
VPS51 VPS53
VPS51 VPS52
PPP4C PPP4R2
PPP4C SMEK2
PDCD4 EIF4A1
CCT5 RGS7
CCT5 CCT8
CCT5 CCT6B
CCT5 CCT3
CCT5 CCT4
CCT5 CCT2
CCT5 TCP1
CCT5 GNB1
DOCK1 ELMO1
DLAT PDHB
DLAT PDHA1
SEC24D SEC23A
NDUFC2 NDUFS5
NDUFC2 NDUFA12
NDUFC2 NDUFA8
NDUFC2 NDUFA13
NDUFC2 NDUFB6
NDUFC2 NDUFS4
NDUFC2 NDUFA6
NDUFC2 NDUFAB1
FER CTNND1
FER CTNNB1
VPS26B VPS35
EPHA4 EFNA5
FARSB FARSA
TNFSF4 TNFRSF4
MED13L MED12
ZC3H13 WTAP
HAUS1 HAUS6
SPC25 SPC24
ATG10 ATG7
USP12 WDR48
FLT1 PGF
FLT1 VEGFB
FLT1 VEGFA
NIPBL SMC3
MED21 MED18
MED21 MED7
MED21 MED12
MED21 MED14
MED21 MED6
RIOK2 TSR1
RIOK2 LTV1
SMARCA5 BAZ1B
RANBP2 RANGAP1
RANBP2 SUMO1
RANBP2 RAN
RANBP2 UBE2I
ATG3 ATG16L1
ATG3 ATG7
ATG3 ATG5
ATG3 ATG12
TRAPPC8 TRAPPC5
GTF2E1 GTF2F1
GTF2E1 GTF2E2
GTF2E1 GTF2F2
GTF2E1 GTF2B
GTF2E1 ERCC3
GTF2E1 POLR2A
ATP5G3 ATP5F1
ATP5G3 ATP5G1
LY96 TLR4
APP APBB1
TSEN2 TSEN34
TSEN2 TSEN54
XPC CETN2
SKA1 SKA3
ATP6V0D2 ATP6V0C
ERCC3 ERCC2
ERCC3 GTF2B
ERCC3 GTF2H5
ERCC3 ERCC5
ERCC3 GTF2H2
ERCC3 GTF2H3
NUP205 NUP93
CASP10 CASP8
CASP10 FAS
CSF1R CSF1
MED7 MED14
MED7 MED6
SMC2 NCAPD2
SMC2 SMC4
VBP1 PFDN2
VBP1 PFDN4
VBP1 PFDN6
VBP1 PFDN5
CCT8 CCT3
CCT8 CCT4
CCT8 BBS10
CCT8 CCT2
CCT8 TCP1
NSMCE2 SMC6
NSMCE2 NSMCE1
NSMCE2 SMC5
NSMCE2 NDNL2
BUB1B CDK1
BUB1B CDC16
BUB1B CDC20
BUB1B NEK2
BUB1B CDC23
BUB1B ANAPC1
BUB1B AURKB
BUB1B MAD2L1
BUB1B ANAPC10
BUB1B BUB3
BUB1B ANAPC4
BUB1B BUB1
BUB1B ANAPC7
BUB1B ZWINT
BUB1B CASC5
BUB1B CDC27
FANCD2 FANCI
ZFYVE9 SMAD3
HMGCR HMGCS1
CCNB2 CDK1
CCNB2 CDC20
CCNB2 AURKB
CCNB2 BUB1
BRAF MAP2K1
PEX10 PEX12
PEX10 PEX2
MRPL17 MRPL19
MRPL17 DAP3
MRPL17 MRPL22
MRPL17 MRPL43
MRPL17 MRPL9
MRPL17 MRPL47
MRPL17 MRPS6
MRPL17 MRPL40
MRPL17 MRPL24
MRPL17 MRPL1
MRPL17 MRPS12
MRPL17 MRPL36
MRPL17 MRPL2
MRPL17 MRPL46
MRPL17 MRPL21
MRPL17 MRPS16
MRPL17 MRPS15
MRPL17 MRPL13
MRPL17 MRPL41
FANCC FANCL
FANCC STRA13
FANCC C17ORF70
FANCC APITD1
FANCC FANCA
FANCC FANCF
FANCC C1ORF86
FANCC FANCG
CNOT11 CNOT10
CNOT11 CNOT1
NCF1 NCF2
KPNB1 RAN
KPNB1 KPNA2
ATP5O ATP5F1
ATP5O ATP5L
ATP5O ATP5J2
ATP5O ATP5C1
ATP5O ATP5J
ATP5O ATP5A1
ATP5O ATP5I
ATP5O ATP5H
PSMB4 PSMB9
PSMB4 PSMC5
PSMB4 PSMC2
PSMB4 PSMB2
PSMB4 PSMD1
PSMB4 PSMB3
PSMB4 PSMD4
PSMB4 PSMC3
PSMB4 PSMD12
PSMB4 PSMB10
PSMB4 PSMD13
PSMB4 PSMD6
PSMB4 PSMD14
PSMB4 PSMA1
PSMB4 PSMB8
PSMB4 PSMA7
PSMB4 PSMC6
PSMB4 PSMA8
PSMB4 PSMD2
PSMB4 PSMB5
MED8 MED18
MED8 MED1
MED8 MED12
ATP6V0D1 ATP6V0C
U2AFBP U2AF2
PWP2 TBL3
PWP2 IMP3
PWP2 WDR36
PWP2 CIRH1A
PWP2 WDR3
PWP2 HEATR1
PWP2 NOL6
S100B AGER
MED27 MED18
